Sunrise,Sunset,Daytime_Minutes,Nighttime_Minutes,PARmax_Day,PARmin_Day,PARmean_Day,PARstd_Day,intPAR_Day,DOXYmax_Day,DOXYmin_Day,DOXYmean_Day,DOXYstd_Day,intDOXY_Day,ratioPAR_DOXY_Day,slopesPAR_DOXY_Day,rsqPAR_DOXY_Day,pHmax_Day,pHmin_Day,pHmean_Day,pHstd_Day,intpH_Day,ratioPAR_pH_Day,slopesPAR_pH_Day,rsqPAR_pH_Day,ORPmax_Day,ORPmin_Day,ORPmean_Day,ORPstd_Day,intORP_Day,ratioPAR_ORP_Day,slopesPAR_ORP_Day,rsqPAR_ORP_Day,TCmax_Day,TCmin_Day,TCmean_Day,TCstd_Day,intTC_Day,ratioPAR_TC_Day,slopesPAR_TC_Day,rsqPAR_TC_Day,CONDmax_Day,CONDmin_Day,CONDmean_Day,CONDstd_Day,intCOND_Day,ratioPAR_COND_Day,slopesPAR_COND_Day,rsqPAR_COND_Day,PSALmax_Day,PSALmin_Day,PSALmean_Day,PSALstd_Day,intPSAL_Day,ratioPAR_PSAL_Day,slopesPAR_PSAL_Day,rsqPAR_PSAL_Day,DOXYmax_Night,DOXYmin_Night,DOXYmean_Night,DOXYstd_Night,intDOXY_Night,ratioDOXY_DOXY_Night,slopesDOXY_DOXY_Night,rsqDOXY_DOXY_Night,pHmax_Night,pHmin_Night,pHmean_Night,pHstd_Night,intpH_Night,ratioDOXY_pH_Night,slopesDOXY_pH_Night,rsqDOXY_pH_Night,ORPmax_Night,ORPmin_Night,ORPmean_Night,ORPstd_Night,intORP_Night,ratioDOXY_ORP_Night,slopesDOXY_ORP_Night,rsqDOXY_ORP_Night,TCmax_Night,TCmin_Night,TCmean_Night,TCstd_Night,intTC_Night,ratioDOXY_TC_Night,slopesDOXY_TC_Night,rsqDOXY_TC_Night,CONDmax_Night,CONDmin_Night,CONDmean_Night,CONDstd_Night,intCOND_Night,ratioDOXY_COND_Night,slopesDOXY_COND_Night,rsqDOXY_COND_Night,PSALmax_Night,PSALmin_Night,PSALmean_Night,PSALstd_Night,intPSAL_Night,ratioDOXY_PSAL_Night,slopesDOXY_PSAL_Night,rsqDOXY_PSAL_Night
41573.4375,41573.7708333333,480,680,1102.67640144568,0.811508785631219,634.190966480581,353.118809761871,18318459.7636503,227.8775606335,184.531594520844,220.079836323184,9.15643725804857,1030761.18474935,0.0562689875703803,0.023137033881581,0.796166722417411,8.3767663149668,8.2767663149668,8.35697250053381,0.0180842577400037,2318.99999999999,0.000126593612668333,4.6118567445514e-05,0.810946016885967,151.73733229126,127.73733229126,130.706404456208,4.24129895650944,82350,0.00449546528815752,0.00456683986183124,0.144569107173102,28.3277067865051,28.0577067865051,28.2775006009381,0.0355896573647488,6373.5,0.000347927723303849,4.75494276702805e-06,0.00222579251667121,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2460937308391,33.0260066106144,33.0861078667642,0.0338178869323992,11147.3477643,0.00060853084310177,-1.63597349077694e-05,0.0291810753902026,201.750669560999,185.937388281112,195.045399591235,3.29455030939172,517255.863868508,1,1,1,8.3267663149668,8.2667663149668,8.30297069452886,0.0154886764549284,2292.00000000002,0.00443107591445822,0.00381731613273471,0.659295220617106,132.73733229126,127.73733229126,129.671638860603,1.01607939970292,78750,0.152245736589695,-0.129474612179686,0.176240709472307,28.5577067865051,28.0277067865051,28.2063199251912,0.10350605610125,7239.00000000004,0.0139950080910833,0.017767250881379,0.319816771909993,53860,52682.5,53671.7518248175,268.92476618558,64502625,124.701582921827,-16.8670620002892,0.0426982003675714,33.3069054001982,32.3666046507345,33.0721848481629,0.205696504596489,47104.8590632291,0.0910668440004457,-0.024134350590797,0.149420332547066
41573.4375,41573.7708333333,480,680,NaN,NaN,NaN,NaN,NaN,230.122432475662,183.22895111088,221.720983832933,9.78304843323712,1119848.18714308,0.0611322240838837,0.0247805867775942,0.800048781855012,8.36176045330209,8.28176045330209,8.34186354608559,0.0157119146245259,1737.00000000001,9.48223825808092e-05,4.04691226259364e-05,0.827239113778612,154.780708610134,120.780708610134,125.749780775083,7.72098548363407,138150,0.00754157291510578,0.0085674120444347,0.153530809982968,28.3827009248404,28.0427009248404,28.3073401000982,0.0395037407424418,7956.00000000004,0.000434315990681013,-6.14893075760847e-06,0.00302109557124863,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2566648812811,33.0066852806868,33.0652739916767,0.0354742479349662,10842.7320745576,0.000591901951062125,-8.76404011862731e-06,0.00761068984524216,198.554773566531,183.905223346616,191.688038509254,3.25330319833449,490140.422064922,1,1.00000000000001,1,8.32176045330209,8.27176045330209,8.29555607374005,0.0159101977499683,2193.00000000003,0.00447422799931721,0.00438161434326435,0.80272395657471,131.780708610134,123.780708610134,127.152971383857,2.08286884760529,137400,0.280327828137791,-0.45082721064675,0.495844468989355,28.5627009248404,27.9827009248404,28.1921169832346,0.119137626936231,8488.49999999995,0.0173185063256742,0.0277606746838845,0.574660337225076,53860,52682.5,53671.7518248175,268.92476618558,64502625,131.600296764457,-7.74124189507218,0.00877018505982408,33.3316210276853,32.3768633392276,33.082162017436,0.210336267234676,47379.5122240651,0.0966651802037853,-0.0248318787621254,0.147516267072818
41573.4375,41573.7708333333,480,680,NaN,NaN,NaN,NaN,NaN,224.18751803777,190.487404278104,217.960359001352,6.24193058876395,884614.913957905,0.0482909002924616,0.0154274032454586,0.761709718689156,8.48545330207119,8.30545330207119,8.43555639485469,0.0337729812300956,5487,0.000299533916649913,8.99367152041397e-05,0.884253830580746,133.937801224437,121.937801224437,123.80378060588,1.84633006472401,51150,0.00279226532470257,-0.00272359586905933,0.271336584772167,28.3739787677479,28.0239787677479,28.2865560873355,0.0435717404239707,7898.99999999997,0.000431204375363159,-2.34427861400857e-05,0.0360952737499984,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2698619622558,33.0058537348202,33.0797878572774,0.0364040151021546,11879.0396674395,0.000648473715623806,3.33050979970488e-06,0.00104367327779686,201.130169029372,187.306302364846,193.785447661404,2.87369889157919,484844.025955892,1,1,1,8.38545330207119,8.28545330207119,8.33848249915147,0.0227304995952701,4613.99999999999,0.00951646251782369,0.00536816794837929,0.460592379085106,134.937801224437,124.937801224437,129.707874217137,2.59525486007647,194550,0.401263065202125,-0.320602947312176,0.126025235002317,28.5639787677479,28.0139787677479,28.1983583297916,0.103503774539504,7463.99999999996,0.0153946415762973,0.0147190687388415,0.167005514731413,53860,52682.5,53671.9251824818,268.900437315348,64509750,133.052582988552,10.4527690195338,0.0124784950540044,33.2942023846137,32.3896703199954,33.077830280702,0.199211666378928,46965.2541897214,0.0968667275978645,-0.00309447737890628,0.00199263433286878
41573.4375,41573.7708333333,480,680,NaN,NaN,NaN,NaN,NaN,225.441029186428,185.225855855569,218.360355769075,7.56418434886206,959383.157472688,0.0523724794470119,0.0189563234610702,0.78311531268072,8.33074052364206,8.27074052364206,8.31373021436371,0.00970018776167167,1245.00000000002,6.79642293109437e-05,2.29377214570986e-05,0.697239482066181,132.917871564413,112.917871564413,117.340551976784,4.059030702095,122850,0.00670634985610384,-0.0010638865921286,0.00856618999412673,28.3425836915462,28.0725836915462,28.2748517327833,0.0359544026812422,6153,0.000335890685100586,-3.56905954453228e-06,0.00122869795338387,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2356189971665,33.020758726346,33.0879585597539,0.0336084774851682,11300.0546147976,0.000616867070735968,-1.05325420105082e-05,0.0122464560034828,202.289236002538,186.255944862095,196.191116858581,2.97135615736631,404387.991010557,1,1,1,8.31074052364206,8.27074052364206,8.29001059663475,0.00888116285579263,783.000000000003,0.00193625927922168,0.0024284501711898,0.660127990109233,135.917871564413,119.917871564413,127.326630688501,4.0503353973786,302100,0.747054825354875,-0.771809754150997,0.320588524655659,28.5525836915462,28.0325836915462,28.2111968302323,0.0991966442873464,7239.00000000005,0.0179011250603905,0.0192596703998171,0.332822870343435,53860,52682.5,53671.7518248175,268.92476618558,64502625,159.506776743813,-13.8546245741231,0.0234335101125599,33.3105205998169,32.3632717531302,33.0687615902336,0.204074105149287,47099.1349977658,0.116470162430062,-0.0230884070842574,0.113011219804157
41573.4375,41573.7708333333,480,680,NaN,NaN,NaN,NaN,NaN,229.526751923483,183.919080288675,220.600961122396,9.04844035966811,1061550.67905001,0.0579497781334472,0.0233557254484287,0.830770315615318,8.30314380617428,8.27314380617428,8.29530875462788,0.00856674823125684,643.500000000011,3.51284992462588e-05,-4.6331785423985e-06,0.0364726878226599,104.781880943077,89.7818809430767,92.307654138953,2.45837337610815,69450,0.0037912576109598,-0.0010733801378287,0.0237713105375864,28.3719154617689,28.0219154617689,28.3101628844493,0.0402080606884975,8638.50000000001,0.000471573489881588,1.395213776842e-05,0.0150140190441425,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2713169063124,33.0002700166524,33.0633052920554,0.036429495820875,11165.1687490609,0.000609503686069515,-2.27963130237618e-05,0.048827513198809,200.022790323999,183.558343957425,192.294128641462,3.32543709439246,573537.541923009,1,0.999999999999996,1,8.31314380617428,8.26314380617428,8.28270584996989,0.0118115480094872,1607.99999999997,0.00280365256406498,0.00305447385219715,0.739531467447775,132.781880943077,93.7818809430767,100.292829848186,4.49692180392382,261750,0.456378145922899,-0.652762574421118,0.233011467690123,28.5619154617689,27.9719154617689,28.1887037829368,0.117985133077468,8789.99999999998,0.0153259365908778,0.0255405824739751,0.518208455934725,53860,52682.5,53671.7518248175,268.92476618558,64502625,112.464521125731,-3.71666242616224,0.00211223438762687,33.3327159078389,32.3774004679506,33.0845394504736,0.209021858374912,47454.4308160002,0.0827398859661229,-0.0204986604690344,0.106356742827073
41573.4375,41573.7708333333,480,680,NaN,NaN,NaN,NaN,NaN,227.954311101941,183.371400124559,219.801305144377,8.5293723046365,1054473.15234601,0.0575634177737159,0.0209777860952418,0.754270054600793,8.41126807346626,8.29126807346625,8.39064951676522,0.0215935191371977,3739.49999999998,0.000204138341773709,5.43239258624196e-05,0.789181957658392,130.79243193956,119.79243193956,121.854287609663,2.09570211479396,57000,0.00311161531785038,-0.00139677719179363,0.0553907021139237,28.3366516868569,28.0866516868569,28.2869609652074,0.0352802355034959,6673.5,0.000364304646029377,-3.49083829458742e-07,1.22078227783318e-05,53837.5,53687.5,53764.0979381443,30.3885120131133,12426375,0.678352610444789,-0.0187931843174293,0.0476895890412241,33.2257189108407,33.0039924265767,33.0794986866825,0.033349374035666,11334.8294629064,0.000618765420736864,-1.27810658617419e-05,0.0183147281289496,199.533430422232,183.982385221931,192.589580266567,3.33512313410581,449938.901118142,1,0.999999999999988,1,8.35126807346625,8.28126807346625,8.3174724530283,0.0195963452047646,2699.99999999998,0.00600081476238266,0.00507754945604381,0.74676147966051,135.79243193956,123.79243193956,127.609950187735,2.46808742963582,155100,0.344713470239095,-0.544860904989508,0.542093201029956,28.5466516868569,28.0466516868569,28.2094984021853,0.102145721348801,6592.50000000007,0.0146519893781513,0.0227237607980192,0.550482863950873,53860,52682.5,53671.7518248175,268.92476618558,64502625,143.358631226828,-13.7921172228214,0.0292566115660402,33.3076498954236,32.3604921090706,33.0699619947906,0.205727359753768,47262.091098885,0.105041131098987,-0.0254679927579075,0.170462587377863
41574.2430555556,41574.7708333333,760,680,1123.13480050729,0.966635980320901,572.210901604776,349.716993611841,26263840.9203478,228.442500204966,184.531594520844,214.703260705042,13.1356535894096,1387732.25395613,0.0528381304990694,0.0331512271908105,0.778985400575162,8.3567663149668,8.2767663149668,8.32689703392103,0.0220342713954207,2300.99999999995,8.76109479561029e-05,5.36192263290101e-05,0.724231100026781,136.73733229126,129.73733229126,131.600077389299,1.05792015125889,175500,0.00668219094580459,-0.00197384901299793,0.425750876629045,28.5977067865051,28.0577067865051,28.2848309695116,0.176883373718891,10405.5,0.000396191099068773,-3.20290933333312e-05,0.00401004029376451,53857.5,53332.5,53768.4477124183,55.4014999380923,19935750,0.759056912523213,-0.0153848633396127,0.00943143361711485,33.2772663060967,32.6979023585927,33.0843516897816,0.125804234760499,17627.2600530863,0.000671160783624368,1.10931277777117e-05,0.000950935329551261,211.252535198488,182.355190754897,189.001003240149,3.23811950159162,266983.658208072,1,1,1,8.3167663149668,8.2467663149668,8.28180281131719,0.0131240735018227,1422.00000000003,0.00532616868591935,0.00306447961241845,0.571691729124118,138.73733229126,132.73733229126,134.788427181771,1.1002751519721,287400,1.07647037998115,-0.0818875074993236,0.0580789074988991,28.5677067865051,28.1577067865051,28.312597297454,0.1292632789192,11593.5,0.0434240060901583,0.0217932831729706,0.298044239252492,53837.5,52090,53606.6423357664,289.389798877749,61833750,231.601253855808,-23.5002722248487,0.0691456868002306,33.1930387880653,31.9179239080144,32.9531139026632,0.220565568130573,42225.4273922858,0.158157348190119,-0.0313999330568154,0.212504315925283
41574.2430555556,41574.7708333333,760,680,NaN,NaN,NaN,NaN,NaN,233.08968035314,183.015831811457,217.636868831645,14.6812365950399,1588556.86026103,0.0604845599346553,0.0355033769570312,0.715232967827603,8.35176045330209,8.28176045330209,8.32855783892299,0.0236935921487127,2148.00000000001,8.17854481571984e-05,5.5159385854252e-05,0.66284273382403,138.780708610134,129.780708610134,132.761100766997,2.46413908376711,546600,0.0208118835953094,0.001570984236618,0.0497103353452791,28.6127009248404,28.0327009248404,28.2947270686302,0.18596603919216,12005.9999999498,0.000457130395982874,1.09204218550828e-05,0.000421740220520772,53857.5,53332.5,53768.4722222207,55.4007941257636,19936874.9999309,0.759099747077925,-0.0153011511354022,0.00932931382097635,33.3071714545866,32.6875738283637,33.0774979918959,0.132198603538116,17779.4616848709,0.000676955885424068,-1.8925257356823e-05,0.00250647470083565,208.149729588207,179.644078047255,187.168952061354,4.13522137180391,302580.863992667,1,0.999999999999994,1,8.32176045330209,8.24176045330209,8.28176045330208,0.0164048056086872,1623.00000000004,0.0053638553958236,0.00358750693316046,0.817788216439478,140.780708610134,131.780708610134,133.065380142981,1.04282496070479,377850,1.24875709261362,-0.0769318240069069,0.0930650790875466,28.5727009248404,28.1327009248404,28.3093432606068,0.145598548454822,13296,0.0439419724848237,0.0285043720718336,0.65539993411644,53837.5,52090,53606.6423357664,289.389798877749,61833750,204.354463081639,0.48690029224348,4.84073336728397e-05,33.2106919309824,31.9212941090143,32.9554272289841,0.224784743399422,42182.9945647293,0.13941064880346,-0.0195222502221165,0.128980368802626
41574.2430555556,41574.7708333333,760,680,NaN,NaN,NaN,NaN,NaN,225.496962229719,189.899676216552,213.0038213816,10.0834496968147,1175275.06765878,0.0447487886948115,0.0236411459487079,0.672283184532464,8.34545330207119,8.26545330207118,8.32270820403196,0.0153997306075908,3534.00000000001,0.000134557622806117,3.7548317087918e-05,0.72709001182792,137.937801224437,132.937801224437,133.954141093718,0.803811440013982,547350,0.0208404399668726,-0.00162048288301564,0.497065936987526,28.5939787677479,28.0139787677479,28.2799264801662,0.184770262433112,12180,0.000463755474187463,-1.25057055781533e-05,0.00056025497404355,53857.5,53332.5,53768.3660130719,55.3898565236484,19932000,0.758914130665397,-0.0152208368402627,0.00923527970486981,33.2976798166625,32.6660461165136,33.0877589287956,0.131764125511259,19232.3429188636,0.000732274573897661,-2.43275364458651e-06,4.16903333906316e-05,205.413977796906,181.855227498528,189.773969230874,4.42892988542023,319329.691145954,1,1,1,8.28545330207119,8.22545330207119,8.26355549185219,0.0138017926539894,1549.49999999997,0.00485235179490952,0.00271110114079454,0.756864354706107,138.937801224437,134.937801224437,136.521742830276,1.27557562419311,472500,1.47966197037418,-0.0182835386976555,0.00403000604647619,28.5739787677479,28.1539787677479,28.3222999356311,0.133722547171954,12550.5,0.0393026403368912,0.0126770919590467,0.176289972634,53837.5,52090,53606.6423357664,289.389798877749,61833750,193.636081186506,27.3388461149268,0.175061858583615,33.1956562437194,31.9271677385898,32.9463320277563,0.214505158940599,41570.8520675514,0.130181606096099,0.0100607648506096,0.043150330213965
41574.2430555556,41574.7708333333,760,680,NaN,NaN,NaN,NaN,NaN,228.352004081858,185.225855855569,214.264405306232,11.4799928319117,1331431.28756545,0.0506944620782381,0.0286277726067529,0.760545772362494,8.35074052364206,8.27074052364206,8.32649215762901,0.0224104302096354,2553.00000000002,9.72058888013632e-05,5.09067174474714e-05,0.631078337690894,141.917871564413,130.917871564413,132.891727773564,1.49977065096766,909450,0.0346274561576182,-0.00297279860238105,0.480523628169529,28.5825836915462,28.0625836915462,28.2812111425266,0.172847890322255,10014,0.000381284673112748,-4.61149639300475e-05,0.00870540644748941,53857.5,53332.5,53768.4477124183,55.4014999380923,19935750,0.759056912523213,-0.0153848633396127,0.00943143361711485,33.2667829378903,32.6945423596059,33.0868633422875,0.123086258754912,17897.8406199406,0.00068146318256422,2.10167271963369e-05,0.00356569755933234,202.850597620272,186.972970179338,192.130162826883,2.85706739991394,236999.161888248,1,0.999999999999997,1,8.32074052364206,8.27074052364206,8.29453614408002,0.0100828470288815,964.500000000014,0.00406963464476218,0.00263506823689793,0.557517298214075,141.917871564413,135.917871564413,139.42152119945,1.72406874944486,795900,3.358239723967,-0.370735060826289,0.377449740510977,28.5525836915462,28.1625836915462,28.3190070492104,0.124420641056844,11658,0.049190047370282,0.0304792292677415,0.48985107305439,53837.5,52090,53606.6423357664,289.389798877749,61833750,260.902821374349,-4.01683433877651,0.0015726872925762,33.1861490594008,31.9146411023154,32.9486345563491,0.218139738629425,42175.2439881269,0.177955245293288,-0.0239921943775337,0.0987441412527432
