SDN	PRES300	PRES500	RAIN	WSPD
2013-10-18 00:00	297.5	497.84	NaN	4.9
2013-10-18 00:10	297.64	498.12	NaN	5.2
2013-10-18 00:20	297.64	497.84	NaN	5.1
2013-10-18 00:30	297.36	498.82	NaN	4.4
2013-10-18 00:40	298.62	497.7	NaN	3.7
2013-10-18 00:50	298.34	497.84	NaN	4.4
2013-10-18 01:00	298.62	498.12	NaN	5.2
2013-10-18 01:10	297.5	498.68	NaN	3.9
2013-10-18 01:20	298.48	498.4	NaN	2.4
2013-10-18 01:30	297.92	498.4	NaN	3.5
2013-10-18 01:40	298.34	498.4	NaN	3.1
2013-10-18 01:50	297.78	498.82	NaN	2.8
2013-10-18 02:00	297.92	498.96	NaN	2.7
2013-10-18 02:10	298.06	498.54	NaN	2.8
2013-10-18 02:20	297.36	498.12	NaN	1.8
2013-10-18 02:30	297.22	498.12	NaN	1.8
2013-10-18 02:40	297.36	497.84	NaN	4.3
2013-10-18 02:50	296.8	497.84	NaN	4.3
2013-10-18 03:00	296.94	498.26	NaN	4.8
2013-10-18 03:10	297.36	497.84	NaN	4.6
2013-10-18 03:20	297.22	497.28	NaN	4.5
2013-10-18 03:30	297.22	497.7	NaN	4.6
2013-10-18 03:40	297.08	497.7	NaN	5.2
2013-10-18 03:50	297.64	497.98	NaN	5.4
2013-10-18 04:00	297.92	497.14	NaN	5.6
2013-10-18 04:10	297.92	496.86	NaN	5.6
2013-10-18 04:20	297.5	496.02	NaN	5.3
2013-10-18 04:30	297.78	497	NaN	5.4
2013-10-18 04:40	296.52	496.44	NaN	5.7
2013-10-18 04:50	296.1	496.58	NaN	5.6
2013-10-18 05:00	296.66	496.44	NaN	5.9
2013-10-18 05:10	296.66	496.86	NaN	5.9
2013-10-18 05:20	297.08	497.56	NaN	5.8
2013-10-18 05:30	296.8	496.3	NaN	5.8
2013-10-18 05:40	296.1	496.16	NaN	5.9
2013-10-18 05:50	296.38	496.58	NaN	5.4
2013-10-18 06:00	297.36	496.72	NaN	6.4
2013-10-18 06:10	296.24	495.74	NaN	6.4
2013-10-18 06:20	295.96	495.6	NaN	6.4
2013-10-18 06:30	295.82	495.74	NaN	6.3
2013-10-18 06:40	295.26	496.02	NaN	6.5
2013-10-18 06:50	295.68	495.88	NaN	6.4
2013-10-18 07:00	295.82	494.9	NaN	6.5
2013-10-18 07:10	295.54	495.46	NaN	6.4
2013-10-18 07:20	295.54	494.62	NaN	6.3
2013-10-18 07:30	295.54	495.04	NaN	6
2013-10-18 07:40	295.82	495.18	NaN	6
2013-10-18 07:50	294.84	494.48	NaN	5.5
2013-10-18 08:00	295.54	494.9	NaN	6.2
2013-10-18 08:10	294.7	493.64	NaN	5.7
2013-10-18 08:20	295.4	494.34	NaN	6.2
2013-10-18 08:30	294.56	493.78	NaN	6.1
2013-10-18 08:40	295.54	494.2	NaN	6.1
2013-10-18 08:50	295.68	494.48	NaN	6.7
2013-10-18 09:00	295.68	493.64	NaN	6.4
2013-10-18 09:10	295.68	494.2	NaN	5.8
2013-10-18 09:20	295.54	494.62	NaN	5.8
2013-10-18 09:30	295.68	495.18	NaN	6
2013-10-18 09:40	295.12	494.9	NaN	6
2013-10-18 09:50	295.26	494.34	NaN	5.8
2013-10-18 10:00	295.68	494.06	NaN	6.3
2013-10-18 10:10	295.12	493.78	NaN	6
2013-10-18 10:20	295.68	494.9	NaN	5.9
2013-10-18 10:30	294.98	494.06	NaN	5.9
2013-10-18 10:40	295.12	494.06	NaN	6.3
2013-10-18 10:50	296.1	493.78	NaN	6.2
2013-10-18 11:00	295.26	494.62	NaN	6.2
2013-10-18 11:10	294.7	494.76	NaN	6.2
2013-10-18 11:20	294.98	495.32	NaN	6.4
2013-10-18 11:30	295.82	494.06	NaN	6.1
2013-10-18 11:40	296.1	495.04	NaN	6.5
2013-10-18 11:50	295.96	494.9	NaN	5.9
2013-10-18 12:00	295.68	495.04	NaN	6.2
2013-10-18 12:10	295.26	494.62	NaN	6.3
2013-10-18 12:20	295.82	495.46	NaN	5.8
2013-10-18 12:30	296.1	495.32	NaN	5.7
2013-10-18 12:40	296.38	495.88	NaN	6.1
2013-10-18 12:50	296.52	495.46	NaN	5.4
2013-10-18 13:00	296.24	495.32	NaN	5.6
2013-10-18 13:10	295.82	494.76	NaN	5.3
2013-10-18 13:20	296.1	496.02	NaN	5.8
2013-10-18 13:30	296.1	496.02	NaN	5.7
2013-10-18 13:40	295.82	495.18	NaN	5.2
2013-10-18 13:50	296.38	495.74	NaN	5.1
2013-10-18 14:00	295.82	496.16	NaN	5.3
2013-10-18 14:10	295.54	495.32	NaN	6.3
2013-10-18 14:20	296.24	496.02	NaN	5.8
2013-10-18 14:30	296.8	495.88	NaN	5.4
2013-10-18 14:40	296.38	495.32	NaN	6
2013-10-18 14:50	296.1	495.74	NaN	5.6
2013-10-18 15:00	296.66	496.16	NaN	6.3
2013-10-18 15:10	296.66	496.44	NaN	5.7
2013-10-18 15:20	296.38	496.3	NaN	6.4
2013-10-18 15:30	297.5	496.3	NaN	6.5
2013-10-18 15:40	296.38	496.16	NaN	6.6
2013-10-18 15:50	296.24	495.74	NaN	5.9
2013-10-18 16:00	296.8	495.46	NaN	6
2013-10-18 16:10	296.8	495.32	NaN	5.9
2013-10-18 16:20	296.94	495.46	NaN	6.2
2013-10-18 16:30	297.08	496.72	NaN	6.1
2013-10-18 16:40	296.66	496.58	NaN	6.1
2013-10-18 16:50	296.52	496.58	NaN	6.3
2013-10-18 17:00	296.1	496.3	NaN	6.7
2013-10-18 17:10	295.96	496.02	NaN	6.2
2013-10-18 17:20	296.1	496.3	NaN	6
2013-10-18 17:30	296.8	496.72	NaN	6.1
2013-10-18 17:40	296.66	497	NaN	6
2013-10-18 17:50	296.66	497.14	NaN	6
2013-10-18 18:00	296.8	495.88	NaN	5.5
2013-10-18 18:10	295.96	496.58	NaN	5.6
2013-10-18 18:20	296.52	495.6	NaN	6.1
2013-10-18 18:30	296.38	495.32	NaN	6.3
2013-10-18 18:40	295.82	495.18	NaN	6
2013-10-18 18:50	295.82	495.32	NaN	5.6
2013-10-18 19:00	296.1	495.18	NaN	5.9
2013-10-18 19:10	295.96	495.18	NaN	5.7
2013-10-18 19:20	295.82	494.34	NaN	6.5
2013-10-18 19:30	296.24	495.04	NaN	6.1
2013-10-18 19:40	295.68	494.76	NaN	6
2013-10-18 19:50	294.98	494.34	NaN	6.1
2013-10-18 20:00	294.7	494.62	NaN	6.1
2013-10-18 20:10	295.4	494.06	NaN	6.1
2013-10-18 20:20	295.4	494.2	NaN	5.8
2013-10-18 20:30	294.14	493.64	NaN	5.7
2013-10-18 20:40	295.54	493.64	NaN	5.5
2013-10-18 20:50	294.84	494.06	NaN	6
2013-10-18 21:00	295.4	493.36	NaN	5.7
2013-10-18 21:10	294.7	493.36	NaN	5.8
2013-10-18 21:20	295.12	493.64	NaN	5.9
2013-10-18 21:30	294.7	493.08	NaN	6.5
2013-10-18 21:40	294.42	492.94	NaN	5.7
2013-10-18 21:50	294.42	491.96	NaN	5.7
2013-10-18 22:00	294.84	493.22	NaN	5.6
2013-10-18 22:10	294.56	492.24	NaN	5.4
2013-10-18 22:20	294.84	492.38	NaN	5.5
2013-10-18 22:30	294.42	492.66	NaN	5.9
2013-10-18 22:40	294.7	492.8	NaN	5.8
2013-10-18 22:50	294.42	492.52	NaN	5.7
2013-10-18 23:00	294.7	492.38	NaN	6
2013-10-18 23:10	294.84	493.36	NaN	5.8
2013-10-18 23:20	295.26	493.64	NaN	5.4
2013-10-18 23:30	295.12	492.94	NaN	5.8
2013-10-18 23:40	295.54	493.36	NaN	5.9
2013-10-18 23:50	295.54	493.22	NaN	5.7
2013-10-19 00:00	294.7	492.94	NaN	5.4
2013-10-19 00:10	294.98	493.5	NaN	6.3
2013-10-19 00:20	295.82	494.06	NaN	5.5
2013-10-19 00:30	295.4	493.92	NaN	5.2
2013-10-19 00:40	295.82	493.78	NaN	5.6
2013-10-19 00:50	295.68	494.06	NaN	6
2013-10-19 01:00	296.1	494.06	NaN	5.9
2013-10-19 01:10	295.54	494.9	NaN	5.6
2013-10-19 01:20	296.1	494.9	NaN	5.5
2013-10-19 01:30	295.96	495.04	NaN	6.3
2013-10-19 01:40	296.38	494.76	NaN	6.2
2013-10-19 01:50	296.38	495.46	NaN	5.9
2013-10-19 02:00	295.82	495.88	NaN	6.3
2013-10-19 02:10	296.38	494.76	NaN	5.8
2013-10-19 02:20	296.52	496.3	NaN	5.5
2013-10-19 02:30	296.24	496.02	NaN	5.8
2013-10-19 02:40	296.66	496.02	NaN	5.9
2013-10-19 02:50	296.38	495.6	NaN	5.5
2013-10-19 03:00	296.94	496.44	NaN	5
2013-10-19 03:10	297.36	496.58	NaN	5.8
2013-10-19 03:20	297.08	496.86	NaN	5.3
2013-10-19 03:30	297.22	497.42	NaN	5.3
2013-10-19 03:40	297.36	497.42	NaN	5.4
2013-10-19 03:50	297.08	496.72	NaN	5.2
2013-10-19 04:00	297.92	497.42	NaN	5.7
2013-10-19 04:10	297.64	497.42	NaN	5.9
2013-10-19 04:20	297.22	496.86	NaN	6.5
2013-10-19 04:30	296.1	496.86	NaN	6.4
2013-10-19 04:40	296.8	496.86	NaN	6.1
2013-10-19 04:50	296.8	496.86	NaN	6.2
2013-10-19 05:00	297.64	497.14	NaN	6.6
2013-10-19 05:10	297.36	497.28	NaN	6.4
2013-10-19 05:20	297.22	496.44	NaN	5.9
